1 1519746775955 Training with training/test data at:
2 1519746776033   DATA_DIR: /mnt/data/imagenet-tfrecord
3 1519746776049   MODEL_DIR: /job/model-code
4 1519746776055   TRAINING_JOB: 
5 1519746776060   TRAINING_COMMAND: python tf_cnn_benchmarks.py --local_parameter_device=cpu --num_gpus=2 --batch_size=128 --num_batches=250000 --model=vgg16 --data_dir="${DATA_DIR}" --data_name="imagenet" --variable_update=parameter_server --num_intra_threads=4 --num_inter_threads=8 --print_training_accuracy 
6 1519746776067 Storing trained model at:
7 1519746776071   RESULT_DIR: /mnt/results/imagenet-tfrecord-results/training-BV3Bs2ekg
8 1519746776075 Tue Feb 27 15:52:24 UTC 2018: Running Tensorflow job
9 1519746776080 /usr/local/lib/python2.7/dist-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
10 1519746776085   from ._conv import register_converters as _register_converters
11 1519746776089 W0227 15:52:40.157386 46987615483008 tf_logging.py:118] From /job/model-code/benchmark_cnn.py:1295: __init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
12 1519746776094 Instructions for updating:
13 1519746776098 Please switch to tf.train.MonitoredTrainingSession
14 1519746776102 2018-02-27 15:52:40.311296: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
15 1519746776107 2018-02-27 15:52:40.802099: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
16 1519746776112 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
17 1519746776117 pciBusID: 0000:81:00.0
18 1519746776122 totalMemory: 15.77GiB freeMemory: 15.36GiB
19 1519746776126 2018-02-27 15:52:41.166045: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 1 with properties: 
20 1519746776130 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
21 1519746776135 pciBusID: 0000:82:00.0
22 1519746776139 totalMemory: 15.77GiB freeMemory: 15.36GiB
23 1519746776144 2018-02-27 15:52:41.167318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Device peer to peer matrix
24 1519746776149 2018-02-27 15:52:41.167684: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1126] DMA: 0 1 
25 1519746776153 2018-02-27 15:52:41.167719: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 0:   Y Y 
26 1519746776157 2018-02-27 15:52:41.167726: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 1:   Y Y 
27 1519746776161 2018-02-27 15:52:41.167739: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla V100-PCIE-16GB, pci bus id: 0000:81:00.0, compute capability: 7.0)
28 1519746776166 2018-02-27 15:52:41.167747: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla V100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 7.0)
29 1519746995825 2018-02-27 15:56:05.633515: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
30 1519747000904 2018-02-27 15:56:12.002930: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 7717 of 10000
31 1519747000921 2018-02-27 15:56:13.187075: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
32 1519747029180 I0227 15:56:38.922674 46993615357696 tf_logging.py:110] Starting real work at step 10 at time Tue Feb 27 15:56:38 2018
33 1519747419569 TensorFlow:  1.5
34 1519747419620 Model:       vgg16
35 1519747419635 Dataset:     imagenet
36 1519747419641 Mode:        training
37 1519747419645 SingleSess:  False
38 1519747419649 Batch size:  256 global
39 1519747419654              128 per device
40 1519747419658 Num batches: 250000
41 1519747419663 Num epochs:  49.95
42 1519747419668 Devices:     ['/gpu:0', '/gpu:1']
43 1519747419672 Data format: NCHW
44 1519747419676 Layout optimizer: False
45 1519747419681 Optimizer:   sgd
46 1519747419686 Variables:   parameter_server
47 1519747419691 ==========
48 1519747419696 Generating model
49 1519747419700 Running warm up
50 1519747419704 Done warm up
51 1519747419708 Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
184 1519748320561 1300	images/sec: 367.4 +/- 0.7 (jitter = 20.1)	7.255	0.004	0.004
185 1519748320565 1310	images/sec: 367.4 +/- 0.7 (jitter = 19.9)	7.255	0.000	0.000
186 1519748320570 1320	images/sec: 367.3 +/- 0.7 (jitter = 20.0)	7.255	0.000	0.004
187 1519748320574 1330	images/sec: 367.1 +/- 0.7 (jitter = 20.0)	7.255	0.004	0.004
188 1519748320578 1340	images/sec: 367.0 +/- 0.7 (jitter = 19.9)	7.255	0.004	0.008
189 1519748320581 1350	images/sec: 367.0 +/- 0.7 (jitter = 20.0)	7.255	0.000	0.008
190 1519748320585 1360	images/sec: 367.0 +/- 0.7 (jitter = 20.0)	7.255	0.000	0.004
191 1519748320590 1370	images/sec: 367.0 +/- 0.7 (jitter = 19.9)	7.255	0.000	0.008
192 1519748320594 1380	images/sec: 366.9 +/- 0.7 (jitter = 19.7)	7.255	0.000	0.008
193 1519748320598 1390	images/sec: 366.9 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.004
194 1519748320602 1400	images/sec: 366.8 +/- 0.7 (jitter = 19.5)	7.255	0.004	0.012
195 1519748320605 1410	images/sec: 366.8 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.004
196 1519748320609 1420	images/sec: 366.8 +/- 0.7 (jitter = 19.6)	7.255	0.004	0.004
197 1519748320613 1430	images/sec: 366.5 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.004
198 1519748320618 1440	images/sec: 366.4 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.008
199 1519748320622 1450	images/sec: 366.4 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.004
200 1519748320626 1460	images/sec: 366.4 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.004
201 1519748320630 1470	images/sec: 366.3 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.000
202 1519748320634 1480	images/sec: 366.3 +/- 0.7 (jitter = 19.6)	7.255	0.004	0.004
203 1519748320639 1490	images/sec: 366.3 +/- 0.7 (jitter = 19.6)	7.255	0.004	0.004
204 1519748320643 1500	images/sec: 366.1 +/- 0.7 (jitter = 19.7)	7.255	0.004	0.008
205 1519748320648 1510	images/sec: 366.0 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.000
206 1519748320652 1520	images/sec: 366.0 +/- 0.7 (jitter = 19.7)	7.255	0.000	0.016
207 1519748320656 1530	images/sec: 366.0 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.000
208 1519748320660 1540	images/sec: 366.0 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.004
209 1519748320664 1550	images/sec: 366.0 +/- 0.7 (jitter = 19.6)	7.255	0.004	0.012
210 1519748320669 1560	images/sec: 366.1 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.008
211 1519748320673 1570	images/sec: 366.0 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.008
212 1519748320677 1580	images/sec: 366.0 +/- 0.7 (jitter = 19.4)	7.255	0.000	0.000
213 1519748320680 1590	images/sec: 366.0 +/- 0.7 (jitter = 19.5)	7.255	0.004	0.004
214 1519748320685 1600	images/sec: 366.0 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.000
215 1519748320689 1610	images/sec: 366.0 +/- 0.7 (jitter = 19.6)	7.255	0.000	0.000
216 1519748320693 1620	images/sec: 365.9 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.004
217 1519748320697 1630	images/sec: 365.9 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.012
218 1519748320702 1640	images/sec: 365.8 +/- 0.7 (jitter = 19.5)	7.255	0.000	0.004
219 1519748320705 1650	images/sec: 365.7 +/- 0.7 (jitter = 19.4)	7.255	0.004	0.004
220 1519748320710 1660	images/sec: 365.7 +/- 0.7 (jitter = 19.4)	7.255	0.000	0.004
221 1519748320714 1670	images/sec: 365.7 +/- 0.7 (jitter = 19.2)	7.255	0.000	0.000
222 1519748320718 1680	images/sec: 365.7 +/- 0.7 (jitter = 19.2)	7.255	0.000	0.004
223 1519748320723 1690	images/sec: 365.7 +/- 0.7 (jitter = 19.1)	7.255	0.004	0.008
224 1519748320727 1700	images/sec: 365.7 +/- 0.6 (jitter = 19.0)	7.255	0.000	0.004
225 1519748320730 1710	images/sec: 365.7 +/- 0.6 (jitter = 19.0)	7.255	0.000	0.000
226 1519748320734 1720	images/sec: 365.6 +/- 0.6 (jitter = 18.9)	7.255	0.008	0.012
227 1519748320739 1730	images/sec: 365.6 +/- 0.6 (jitter = 19.0)	7.255	0.000	0.000
228 1519748320744 1740	images/sec: 365.6 +/- 0.6 (jitter = 19.0)	7.255	0.004	0.008
229 1519748320750 1750	images/sec: 365.5 +/- 0.6 (jitter = 18.9)	7.255	0.000	0.008
230 1519748320754 1760	images/sec: 365.5 +/- 0.6 (jitter = 18.8)	7.255	0.000	0.000
231 1519748320757 1770	images/sec: 365.4 +/- 0.6 (jitter = 18.7)	7.255	0.004	0.004
232 1519748320761 1780	images/sec: 365.4 +/- 0.6 (jitter = 18.7)	7.255	0.000	0.000
233 1519748320766 1790	images/sec: 365.4 +/- 0.6 (jitter = 18.7)	7.255	0.004	0.008
234 1519748320776 1800	images/sec: 365.0 +/- 0.6 (jitter = 18.6)	7.255	0.000	0.004
235 1519748320781 1810	images/sec: 365.0 +/- 0.6 (jitter = 18.7)	7.255	0.000	0.004
236 1519748320785 1820	images/sec: 365.0 +/- 0.6 (jitter = 18.7)	7.255	0.008	0.016
237 1519748320789 1830	images/sec: 365.0 +/- 0.6 (jitter = 18.4)	7.255	0.000	0.004
238 1519748320794 1840	images/sec: 365.0239 1519748764737  +/- 0.6 (jitter = 18.4)	7.255	0.000	0.000
240 1519748764815 1850	images/sec: 365.0 +/- 0.6 (jitter = 18.4)	7.255	0.000	0.000
241 1519748764830 1860	images/sec: 365.0 +/- 0.6 (jitter = 18.3)	7.255	0.000	0.004
242 1519748764839 1870	images/sec: 365.0 +/- 0.6 (jitter = 18.3)	7.255	0.000	0.000
243 1519748764845 1880	images/sec: 364.9 +/- 0.6 (jitter = 18.3)	7.255	0.000	0.000
244 1519748764850 1890	images/sec: 365.0 +/- 0.6 (jitter = 18.2)	7.255	0.000	0.008
245 1519748764855 1900	images/sec: 365.0 +/- 0.6 (jitter = 18.2)	7.255	0.000	0.000
246 1519748764860 1910	images/sec: 365.0 +/- 0.6 (jitter = 18.2)	7.255	0.000	0.000
247 1519748764863 1920	images/sec: 365.0 +/- 0.6 (jitter = 18.2)	7.255	0.000	0.004
248 1519748764869 1930	images/sec: 365.1 +/- 0.6 (jitter = 18.2)	7.255	0.008	0.012
249 1519748764873 1940	images/sec: 365.0 +/- 0.6 (jitter = 18.1)	7.255	0.004	0.004
250 1519748764877 1950	images/sec: 365.0 +/- 0.6 (jitter = 18.2)	7.255	0.000	0.004
251 1519748764882 1960	images/sec: 365.0 +/- 0.6 (jitter = 18.1)	7.255	0.004	0.004
252 1519748764886 1970	images/sec: 365.0 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.000
253 1519748764889 1980	images/sec: 365.0 +/- 0.6 (jitter = 18.1)	7.255	0.004	0.012
254 1519748764894 1990	images/sec: 365.0 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.012
255 1519748764898 2000	images/sec: 365.0 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.004
256 1519748764903 2010	images/sec: 364.9 +/- 0.6 (jitter = 17.9)	7.255	0.004	0.012
257 1519748764908 2020	images/sec: 364.9 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.004
258 1519748764913 2030	images/sec: 364.9 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.008
259 1519748764917 2040	images/sec: 364.9 +/- 0.6 (jitter = 18.0)	7.255	0.004	0.004
260 1519748764922 2050	images/sec: 364.9 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
261 1519748764926 2060	images/sec: 364.9 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.008
262 1519748764931 2070	images/sec: 364.9 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.004
263 1519748764935 2080	images/sec: 364.9 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.012
264 1519748764939 2090	images/sec: 364.6 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.004
265 1519748764943 2100	images/sec: 364.6 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.008
266 1519748764947 2110	images/sec: 364.6 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.008
267 1519748764951 2120	images/sec: 364.6 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.008
268 1519748764955 2130	images/sec: 364.6 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
269 1519748764959 2140	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
270 1519748764963 2150	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.004
271 1519748764967 2160	images/sec: 364.6 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.008
272 1519748764971 2170	images/sec: 364.6 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
273 1519748764976 2180	images/sec: 364.6 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.008
274 1519748764980 2190	images/sec: 364.6 +/- 0.6 (jitter = 18.1)	7.255	0.008	0.008
275 1519748764985 2200	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.004
276 1519748764989 2210	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.004	0.004
277 1519748764993 2220	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.004
278 1519748764997 2230	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.004	0.008
279 1519748765002 2240	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.000
280 1519748765006 2250	images/sec: 364.5 +/- 0.6 (jitter = 18.1)	7.255	0.000	0.000
281 1519748765010 2260	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.016
282 1519748765015 2270	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.008
283 1519748765019 2280	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
284 1519748765023 2290	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
285 1519748765027 2300	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.004	0.004
286 1519748765032 2310	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.004
287 1519748765037 2320	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.004
288 1519748765041 2330	images/sec: 364.5 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.000
289 1519748765045 2340	images/sec: 364.4 +/- 0.6 (jitter = 18.0)	7.255	0.000	0.008
290 1519748765049 2350	images/sec: 364.4 +/- 0.6 (jitter = 17.9)	7.255	0.004	0.012
291 1519748765054 2360	images/sec: 364.4 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.000
292 1519748765059 2370	images/sec: 364.4 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.008
293 1519748765064 2380	images/sec: 364.4 +/- 0.6 (jitter = 17.9)	7.255	0.000	0.004
294 1519748765069 2390	images/sec: 364.4 +/- 0.6 (jitter = 17.8)	7.255	0.004	0.012
295 1519748765072 2400	images/sec: 364.4 +/- 0.6 (jitter = 17.8)	7.255	0.000	0.000
296 1519748765076 2410	images/sec: 364.4 +/- 0.6 (jitter = 17.8)	7.255	0.000	0.000
297 1519748765080 2420	images/sec: 364.4 +/- 0.6 (jitter = 17.8)	7.255	0.008	0.016
298 1519748765085 2430	images/sec: 364.4 +/- 0.5 (jitter = 17.7)	7.255	0.000	0.004
299 1519748765089 2440	images/sec: 364.4 +/- 0.5 (jitter = 17.7)	7.255	0.000	0.008
300 1519748765093 2450	images/sec: 364.4 +/- 0.5 (jitter = 17.7)	7.255	0.004	0.004
301 1519748765096 2460	images/sec: 364.4 +/- 0.5 (jitter = 17.6)	7.255	0.004	0.012
302 1519748765101 2470	images/sec: 364.3 303 1519749210233 +/- 0.5 (jitter = 17.6)	7.255	0.004	0.004
304 1519749210313 2480	images/sec: 364.4 +/- 0.5 (jitter = 17.6)	7.255	0.000	0.000
305 1519749210330 2490	images/sec: 364.3 +/- 0.5 (jitter = 17.6)	7.255	0.004	0.004
306 1519749210335 2500	images/sec: 364.3 +/- 0.5 (jitter = 17.6)	7.255	0.000	0.000
307 1519749210341 2510	images/sec: 364.4 +/- 0.5 (jitter = 17.5)	7.255	0.000	0.004
308 1519749210345 2520	images/sec: 364.3 +/- 0.5 (jitter = 17.5)	7.255	0.000	0.004
309 1519749210349 2530	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.000
310 1519749210354 2540	images/sec: 364.4 +/- 0.5 (jitter = 17.5)	7.255	0.000	0.000
311 1519749210358 2550	images/sec: 364.4 +/- 0.5 (jitter = 17.5)	7.255	0.000	0.000
312 1519749210362 2560	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.000
313 1519749210367 2570	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.000
314 1519749210370 2580	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.008
315 1519749210374 2590	images/sec: 364.3 +/- 0.5 (jitter = 17.3)	7.255	0.004	0.016
316 1519749210379 2600	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.012
317 1519749210383 2610	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.008
318 1519749210388 2620	images/sec: 364.3 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.004
319 1519749210392 2630	images/sec: 364.2 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.004
320 1519749210396 2640	images/sec: 364.2 +/- 0.5 (jitter = 17.4)	7.255	0.000	0.000
321 1519749210400 2650	images/sec: 364.2 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.004
322 1519749210405 2660	images/sec: 364.3 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
323 1519749210409 2670	images/sec: 364.3 +/- 0.5 (jitter = 17.3)	7.254	0.004	0.012
324 1519749210414 2680	images/sec: 364.2 +/- 0.5 (jitter = 17.2)	7.255	0.004	0.008
325 1519749210418 2690	images/sec: 364.2 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.004
326 1519749210422 2700	images/sec: 364.3 +/- 0.5 (jitter = 17.2)	7.254	0.000	0.004
327 1519749210425 2710	images/sec: 364.3 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
328 1519749210430 2720	images/sec: 364.2 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.008
329 1519749210434 2730	images/sec: 364.2 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.008
330 1519749210439 2740	images/sec: 364.2 +/- 0.5 (jitter = 17.3)	7.255	0.004	0.008
331 1519749210443 2750	images/sec: 364.3 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
332 1519749210447 2760	images/sec: 364.2 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.008
333 1519749210451 2770	images/sec: 364.2 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.004
334 1519749210455 2780	images/sec: 364.2 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.004
335 1519749210459 2790	images/sec: 364.2 +/- 0.5 (jitter = 17.2)	7.254	0.000	0.004
336 1519749210463 2800	images/sec: 364.2 +/- 0.5 (jitter = 17.2)	7.255	0.004	0.020
337 1519749210468 2810	images/sec: 364.2 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.004
338 1519749210472 2820	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
339 1519749210475 2830	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
340 1519749210480 2840	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
341 1519749210484 2850	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.008	0.012
342 1519749210488 2860	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
343 1519749210492 2870	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.254	0.000	0.004
344 1519749210496 2880	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
345 1519749210500 2890	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.254	0.000	0.016
346 1519749210504 2900	images/sec: 364.1 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.008
347 1519749210509 2910	images/sec: 364.1 +/- 0.5 (jitter = 17.2)	7.255	0.004	0.008
348 1519749210513 2920	images/sec: 364.1 +/- 0.5 (jitter = 17.2)	7.254	0.000	0.004
349 1519749210518 2930	images/sec: 364.1 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.008
350 1519749210522 2940	images/sec: 364.1 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.000
351 1519749210526 2950	images/sec: 364.0 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.000
352 1519749210530 2960	images/sec: 364.0 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.008
353 1519749210534 2970	images/sec: 364.0 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.004
354 1519749210538 2980	images/sec: 364.0 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.008
355 1519749210543 2990	images/sec: 364.0 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.000
356 1519749210548 3000	images/sec: 363.9 +/- 0.5 (jitter = 17.2)	7.255	0.004	0.004
357 1519749210551 3010	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
358 1519749210556 3020	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.000
359 1519749210560 3030	images/sec: 363.9 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.004
360 1519749210564 3040	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
361 1519749210568 3050	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
362 1519749210572 3060	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.012
363 1519749210575 3070	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
364 1519749210580 3080	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
365 1519749210584 3090	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.004	0.008
366 1519749210588 3100	images/sec: 364.0 +367 1519749674675 /- 0.5 (jitter = 17.0)	7.255	0.000	0.004
368 1519749674715 3110	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.000
369 1519749674733 3120	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.008
370 1519749674738 3130	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.000
371 1519749674742 3140	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.000
372 1519749674747 3150	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
373 1519749674751 3160	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
374 1519749674755 3170	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.008
375 1519749674760 3180	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
376 1519749674765 3190	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.000
377 1519749674770 3200	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.255	0.004	0.012
378 1519749674774 3210	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.004	0.012
379 1519749674778 3220	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.254	0.000	0.004
380 1519749674782 3230	images/sec: 363.9 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.000
381 1519749674786 3240	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
382 1519749674790 3250	images/sec: 363.9 +/- 0.5 (jitter = 17.1)	7.254	0.000	0.000
383 1519749674794 3260	images/sec: 363.8 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
384 1519749674799 3270	images/sec: 363.8 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
385 1519749674803 3280	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.254	0.000	0.000
386 1519749674807 3290	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.254	0.004	0.008
387 1519749674811 3300	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.254	0.000	0.000
388 1519749674816 3310	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.255	0.004	0.004
389 1519749674821 3320	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
390 1519749674825 3330	images/sec: 363.8 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.004
391 1519749674829 3340	images/sec: 363.0 +/- 0.5 (jitter = 17.0)	7.255	0.000	0.000
392 1519749674833 3350	images/sec: 362.5 +/- 0.5 (jitter = 17.0)	7.254	0.004	0.004
393 1519749674838 3360	images/sec: 362.4 +/- 0.5 (jitter = 17.1)	7.254	0.000	0.000
394 1519749674843 3370	images/sec: 362.2 +/- 0.5 (jitter = 17.1)	7.254	0.004	0.004
395 1519749674847 3380	images/sec: 362.2 +/- 0.5 (jitter = 17.1)	7.255	0.004	0.004
396 1519749674851 3390	images/sec: 362.2 +/- 0.5 (jitter = 17.1)	7.255	0.004	0.012
397 1519749674855 3400	images/sec: 362.1 +/- 0.5 (jitter = 17.1)	7.254	0.000	0.000
398 1519749674858 3410	images/sec: 362.1 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.000
399 1519749674863 3420	images/sec: 362.1 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
400 1519749674867 3430	images/sec: 362.1 +/- 0.5 (jitter = 17.1)	7.255	0.000	0.004
401 1519749674871 3440	images/sec: 362.0 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.016
402 1519749674875 3450	images/sec: 362.0 +/- 0.5 (jitter = 17.2)	7.255	0.000	0.004
403 1519749674879 3460	images/sec: 362.0 +/- 0.5 (jitter = 17.2)	7.254	0.004	0.004
404 1519749674883 3470	images/sec: 361.9 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.008
405 1519749674887 3480	images/sec: 361.9 +/- 0.5 (jitter = 17.3)	7.254	0.000	0.004
406 1519749674891 3490	images/sec: 361.8 +/- 0.5 (jitter = 17.3)	7.254	0.004	0.008
407 1519749674895 3500	images/sec: 361.8 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
408 1519749674899 3510	images/sec: 361.8 +/- 0.5 (jitter = 17.3)	7.254	0.000	0.008
409 1519749674903 3520	images/sec: 361.7 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.000
410 1519749674907 3530	images/sec: 361.6 +/- 0.5 (jitter = 17.3)	7.255	0.000	0.004
411 1519749674911 3540	images/sec: 361.5 +/- 0.5 (jitter = 17.3)	7.254	0.004	0.012
