WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 13:50:30.957884: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 13:50:31.141978: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 13:50:31.142031: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 13:50:31.528917: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 13:50:31.528987: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 13:50:31.529003: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 13:50:31.529484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
80	images/sec: 221.7 +/- 1.7 (jitter = 1.0)	7.862
90	images/sec: 222.2 +/- 1.5 (jitter = 1.0)	7.934
100	images/sec: 222.7 +/- 1.4 (jitter = 1.0)	8.156
110	images/sec: 222.9 +/- 1.3 (jitter = 1.1)	7.918
120	images/sec: 223.1 +/- 1.2 (jitter = 1.1)	7.812
130	images/sec: 223.3 +/- 1.1 (jitter = 1.1)	7.919
140	images/sec: 223.5 +/- 1.0 (jitter = 1.2)	7.988
150	images/sec: 223.7 +/- 0.9 (jitter = 1.2)	7.825
160	images/sec: 223.8 +/- 0.9 (jitter = 1.2)	7.858
170	images/sec: 223.9 +/- 0.8 (jitter = 1.2)	7.859
180	images/sec: 224.0 +/- 0.8 (jitter = 1.2)	7.803
190	images/sec: 224.1 +/- 0.7 (jitter = 1.2)	7.833
200	images/sec: 224.2 +/- 0.7 (jitter = 1.2)	7.824
210	images/sec: 224.3 +/- 0.7 (jitter = 1.1)	7.821
220	images/sec: 224.4 +/- 0.6 (jitter = 1.1)	7.882
230	images/sec: 224.5 +/- 0.6 (jitter = 1.1)	7.834
240	images/sec: 224.6 +/- 0.6 (jitter = 1.0)	7.859
250	images/sec: 224.7 +/- 0.6 (jitter = 1.0)	7.810
260	images/sec: 224.8 +/- 0.5 (jitter = 0.9)	7.831
270	images/sec: 224.9 +/- 0.5 (jitter = 0.9)	7.858
280	images/sec: 225.0 +/- 0.5 (jitter = 0.9)	7.785
290	images/sec: 225.1 +/- 0.5 (jitter = 0.8)	7.801
300	images/sec: 225.1 +/- 0.5 (jitter = 0.8)	7.763
310	images/sec: 225.2 +/- 0.5 (jitter = 0.8)	7.816
320	images/sec: 225.2 +/- 0.4 (jitter = 0.8)	7.785
330	images/sec: 225.3 +/- 0.4 (jitter = 0.8)	7.804
340	images/sec: 225.3 +/- 0.4 (jitter = 0.8)	7.778
350	images/sec: 225.4 +/- 0.4 (jitter = 0.8)	7.816
360	images/sec: 225.4 +/- 0.4 (jitter = 0.8)	7.836
370	images/sec: 225.5 +/- 0.4 (jitter = 0.7)	7.962
380	images/sec: 225.5 +/- 0.4 (jitter = 0.7)	7.760
390	images/sec: 225.5 +/- 0.4 (jitter = 0.7)	7.736
400	images/sec: 225.5 +/- 0.4 (jitter = 0.7)	7.779
410	images/sec: 224.0 +/- 0.5 (jitter = 0.7)	7.734
420	images/sec: 224.0 +/- 0.5 (jitter = 0.8)	7.754
430	images/sec: 224.1 +/- 0.5 (jitter = 0.7)	7.730
440	images/sec: 224.2 +/- 0.5 (jitter = 0.7)	7.745
450	images/sec: 224.2 +/- 0.5 (jitter = 0.7)	7.795
460	images/sec: 224.3 +/- 0.5 (jitter = 0.7)	7.796
470	images/sec: 224.3 +/- 0.5 (jitter = 0.7)	7.723
480	images/sec: 224.4 +/- 0.5 (jitter = 0.7)	7.747
490	images/sec: 224.4 +/- 0.4 (jitter = 0.7)	7.758
500	images/sec: 222.9 +/- 0.6 (jitter = 0.7)	7.780
510	images/sec: 221.9 +/- 0.6 (jitter = 0.7)	7.738
520	images/sec: 221.0 +/- 0.7 (jitter = 0.7)	7.768
530	images/sec: 221.1 +/- 0.7 (jitter = 0.7)	7.761
540	images/sec: 221.2 +/- 0.7 (jitter = 0.7)	7.670
550	images/sec: 221.3 +/- 0.7 (jitter = 0.7)	7.739
560	images/sec: 221.4 +/- 0.6 (jitter = 0.7)	7.689
570	images/sec: 221.5 +/- 0.6 (jitter = 0.6)	7.821
580	images/sec: 221.6 +/- 0.6 (jitter = 0.7)	7.668
590	images/sec: 221.7 +/- 0.6 (jitter = 0.7)	7.696
600	images/sec: 221.8 +/- 0.6 (jitter = 0.7)	7.670
610	images/sec: 221.0 +/- 0.6 (jitter = 0.6)	7.676
620	images/sec: 221.1 +/- 0.6 (jitter = 0.6)	7.694
630	images/sec: 221.1 +/- 0.6 (jitter = 0.6)	7.697
640	images/sec: 221.2 +/- 0.6 (jitter = 0.6)	7.718
650	images/sec: 221.3 +/- 0.6 (jitter = 0.6)	7.766
660	images/sec: 221.4 +/- 0.6 (jitter = 0.6)	7.661
670	images/sec: 221.5 +/- 0.6 (jitter = 0.6)	7.792
680	images/sec: 221.6 +/- 0.6 (jitter = 0.6)	7.644
690	images/sec: 221.6 +/- 0.6 (jitter = 0.6)	7.709
700	images/sec: 216.3 +/- 0.8 (jitter = 0.6)	7.645
710	images/sec: 216.4 +/- 0.7 (jitter = 0.6)	7.586
720	images/sec: 216.6 +/- 0.7 (jitter = 0.6)	7.744
730	images/sec: 216.7 +/- 0.7 (jitter = 0.6)	7.661
740	images/sec: 216.8 +/- 0.7 (jitter = 0.6)	7.656
750	images/sec: 217.0 +/- 0.7 (jitter = 0.6)	7.742
760	images/sec: 217.1 +/- 0.7 (jitter = 0.6)	7.705
770	images/sec: 217.2 +/- 0.7 (jitter = 0.6)	7.634
780	images/sec: 217.3 +/- 0.7 (jitter = 0.6)	7.768
790	images/sec: 216.8 +/- 0.7 (jitter = 0.6)	7.646
800	images/sec: 216.9 +/- 0.7 (jitter = 0.6)	7.601
810	images/sec: 215.3 +/- 0.7 (jitter = 0.6)	7.653
820	images/sec: 215.5 +/- 0.7 (jitter = 0.6)	7.683
830	images/sec: 215.6 +/- 0.7 (jitter = 0.6)	7.645
840	images/sec: 215.7 +/- 0.7 (jitter = 0.6)	7.665
850	images/sec: 215.8 +/- 0.7 (jitter = 0.6)	7.568
860	images/sec: 216.0 +/- 0.7 (jitter = 0.6)	7.511
870	images/sec: 216.1 +/- 0.7 (jitter = 0.6)	7.610
880	images/sec: 216.2 +/- 0.7 (jitter = 0.6)	7.547
890	images/sec: 215.6 +/- 0.7 (jitter = 0.6)	7.664
900	images/sec: 214.0 +/- 0.7 (jitter = 0.6)	7.721
910	images/sec: 214.1 +/- 0.7 (jitter = 0.6)	7.743
920	images/sec: 214.2 +/- 0.7 (jitter = 0.6)	7.596
930	images/sec: 214.4 +/- 0.7 (jitter = 0.6)	7.538
940	images/sec: 214.5 +/- 0.7 (jitter = 0.6)	7.535
950	images/sec: 214.6 +/- 0.7 (jitter = 0.6)	7.618
960	images/sec: 214.7 +/- 0.7 (jitter = 0.6)	7.640
970	images/sec: 214.9 +/- 0.7 (jitter = 0.6)	7.477
980	images/sec: 215.0 +/- 0.7 (jitter = 0.6)	7.528
990	images/sec: 211.9 +/- 0.7 (jitter = 0.6)	7.545
1000	images/sec: 209.7 +/- 0.8 (jitter = 0.6)	7.559
1010	images/sec: 209.8 +/- 0.8 (jitter = 0.6)	7.608
1020	images/sec: 210.0 +/- 0.8 (jitter = 0.6)	7.527
1030	images/sec: 210.2 +/- 0.7 (jitter = 0.6)	7.587
1040	images/sec: 210.3 +/- 0.7 (jitter = 0.6)	7.526
1050	images/sec: 210.5 +/- 0.7 (jitter = 0.6)	7.527
1060	images/sec: 210.6 +/- 0.7 (jitter = 0.6)	7.502
1070	images/sec: 210.7 +/- 0.7 (jitter = 0.6)	7.631
1080	images/sec: 210.9 +/- 0.7 (jitter = 0.6)	7.563
1090	images/sec: 208.3 +/- 0.7 (jitter = 0.6)	7.625
1100	images/sec: 208.4 +/- 0.7 (jitter = 0.6)	7.581
1110	images/sec: 208.6 +/- 0.7 (jitter = 0.6)	7.512
1120	images/sec: 208.7 +/- 0.7 (jitter = 0.6)	7.494
1130	images/sec: 208.9 +/- 0.7 (jitter = 0.6)	7.512
1140	images/sec: 209.0 +/- 0.7 (jitter = 0.6)	7.463
1150	images/sec: 209.2 +/- 0.7 (jitter = 0.6)	7.465
1160	images/sec: 209.3 +/- 0.7 (jitter = 0.6)	7.442
1170	images/sec: 209.5 +/- 0.7 (jitter = 0.6)	7.366
1180	images/sec: 209.6 +/- 0.7 (jitter = 0.6)	7.487
1190	images/sec: 208.4 +/- 0.7 (jitter = 0.6)	7.432
1200	images/sec: 208.6 +/- 0.7 (jitter = 0.6)	7.417
1210	images/sec: 207.7 +/- 0.7 (jitter = 0.6)	7.495
1220	images/sec: 207.9 +/- 0.7 (jitter = 0.6)	7.439
1230	images/sec: 208.0 +/- 0.7 (jitter = 0.6)	7.542
1240	images/sec: 208.1 +/- 0.7 (jitter = 0.6)	7.466
1250	images/sec: 208.3 +/- 0.7 (jitter = 0.6)	7.538
1260	images/sec: 208.4 +/- 0.7 (jitter = 0.6)	7.535
1270	images/sec: 208.6 +/- 0.7 (jitter = 0.6)	7.521
1280	images/sec: 208.2 +/- 0.7 (jitter = 0.6)	7.474
1290	images/sec: 207.9 +/- 0.7 (jitter = 0.6)	7.363
1300	images/sec: 207.6 +/- 0.7 (jitter = 0.6)	7.537
1310	images/sec: 207.8 +/- 0.7 (jitter = 0.6)	7.362
1320	images/sec: 207.9 +/- 0.7 (jitter = 0.6)	7.488
1330	images/sec: 208.1 +/- 0.7 (jitter = 0.6)	7.499
1340	images/sec: 208.2 +/- 0.7 (jitter = 0.6)	7.412
1350	images/sec: 208.3 +/- 0.7 (jitter = 0.6)	7.449
1360	images/sec: 208.4 +/- 0.7 (jitter = 0.6)	7.416
1370	images/sec: 208.6 +/- 0.7 (jitter = 0.6)	7.404
1380	images/sec: 208.2 +/- 0.7 (jitter = 0.6)	7.379
1390	images/sec: 208.3 +/- 0.7 (jitter = 0.5)	7.363
1400	images/sec: 208.5 +/- 0.7 (jitter = 0.5)	7.482
1410	images/sec: 208.6 +/- 0.7 (jitter = 0.5)	7.407
1420	images/sec: 208.7 +/- 0.7 (jitter = 0.5)	7.496
1430	images/sec: 208.8 +/- 0.7 (jitter = 0.5)	7.465
1440	images/sec: 208.9 +/- 0.7 (jitter = 0.5)	7.354
1450	images/sec: 209.0 +/- 0.7 (jitter = 0.5)	7.351
1460	images/sec: 209.1 +/- 0.7 (jitter = 0.5)	7.356
1470	images/sec: 209.3 +/- 0.6 (jitter = 0.5)	7.300
1480	images/sec: 209.4 +/- 0.6 (jitter = 0.5)	7.319
1490	images/sec: 208.6 +/- 0.7 (jitter = 0.5)	7.393
1500	images/sec: 208.3 +/- 0.7 (jitter = 0.5)	7.290
1510	images/sec: 208.4 +/- 0.7 (jitter = 0.5)	7.357
1520	images/sec: 208.5 +/- 0.7 (jitter = 0.5)	7.304
1530	images/sec: 208.6 +/- 0.7 (jitter = 0.5)	7.352
1540	images/sec: 208.7 +/- 0.6 (jitter = 0.5)	7.370
1550	images/sec: 208.8 +/- 0.6 (jitter = 0.5)	7.398
1560	images/sec: 208.9 +/- 0.6 (jitter = 0.5)	7.226
1570	images/sec: 209.0 +/- 0.6 (jitter = 0.5)	7.444
1580	images/sec: 207.8 +/- 0.7 (jitter = 0.5)	7.448
1590	images/sec: 207.9 +/- 0.6 (jitter = 0.5)	7.322
1600	images/sec: 208.1 +/- 0.6 (jitter = 0.5)	7.444
1610	images/sec: 208.2 +/- 0.6 (jitter = 0.5)	7.319
1620	images/sec: 208.3 +/- 0.6 (jitter = 0.5)	7.355
1630	images/sec: 208.4 +/- 0.6 (jitter = 0.5)	7.314
1640	images/sec: 208.5 +/- 0.6 (jitter = 0.5)	7.391
1650	images/sec: 208.6 +/- 0.6 (jitter = 0.5)	7.427
1660	images/sec: 208.7 +/- 0.6 (jitter = 0.5)	7.196
1670	images/sec: 208.4 +/- 0.6 (jitter = 0.5)	7.241
1680	images/sec: 208.5 +/- 0.6 (jitter = 0.5)	7.457
1690	images/sec: 208.6 +/- 0.6 (jitter = 0.5)	7.286
1700	images/sec: 208.7 +/- 0.6 (jitter = 0.5)	7.257
1710	images/sec: 208.8 +/- 0.6 (jitter = 0.5)	7.131
1720	images/sec: 208.9 +/- 0.6 (jitter = 0.5)	7.301
1730	images/sec: 209.0 +/- 0.6 (jitter = 0.5)	7.190
1740	images/sec: 209.0 +/- 0.6 (jitter = 0.5)	7.148
1750	images/sec: 209.1 +/- 0.6 (jitter = 0.5)	7.218
1760	images/sec: 209.2 +/- 0.6 (jitter = 0.5)	7.425
1770	images/sec: 209.3 +/- 0.6 (jitter = 0.5)	7.313
1780	images/sec: 209.4 +/- 0.6 (jitter = 0.5)	7.312
1790	images/sec: 209.5 +/- 0.6 (jitter = 0.5)	7.199
1800	images/sec: 209.6 +/- 0.6 (jitter = 0.5)	7.286
1810	images/sec: 209.7 +/- 0.6 (jitter = 0.5)	7.347
1820	images/sec: 209.8 +/- 0.6 (jitter = 0.5)	7.291
1830	images/sec: 209.9 +/- 0.6 (jitter = 0.5)	7.241
1840	images/sec: 210.0 +/- 0.6 (jitter = 0.5)	7.254
1850	images/sec: 210.0 +/- 0.6 (jitter = 0.5)	7.313
1860	images/sec: 210.1 +/- 0.6 (jitter = 0.5)	7.295
1870	images/sec: 210.2 +/- 0.6 (jitter = 0.5)	7.362
1880	images/sec: 210.3 +/- 0.6 (jitter = 0.5)	7.330
1890	images/sec: 210.4 +/- 0.6 (jitter = 0.5)	7.079
1900	images/sec: 210.5 +/- 0.6 (jitter = 0.5)	7.188
1910	images/sec: 210.5 +/- 0.5 (jitter = 0.5)	7.232
1920	images/sec: 210.6 +/- 0.5 (jitter = 0.5)	7.254
1930	images/sec: 210.7 +/- 0.5 (jitter = 0.5)	7.232
1940	images/sec: 210.8 +/- 0.5 (jitter = 0.5)	7.230
1950	images/sec: 210.9 +/- 0.5 (jitter = 0.5)	7.179
1960	images/sec: 210.9 +/- 0.5 (jitter = 0.5)	7.254
1970	images/sec: 211.0 +/- 0.5 (jitter = 0.5)	7.322
1980	images/sec: 211.1 +/- 0.5 (jitter = 0.5)	7.309
1990	images/sec: 211.2 +/- 0.5 (jitter = 0.5)	7.204
2000	images/sec: 211.2 +/- 0.5 (jitter = 0.5)	7.195
----------------------------------------------------------------
total images/sec: 211.17
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 15:23:25.797139: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 15:23:25.973825: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 15:23:25.973877: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 15:23:26.362942: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 15:23:26.363009: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 15:23:26.363025: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 15:23:26.363487: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 227.1 +/- 0.0 (jitter = 0.0)	8.424
10	images/sec: 226.1 +/- 0.3 (jitter = 1.2)	8.653
20	images/sec: 225.6 +/- 0.3 (jitter = 1.2)	8.536
30	images/sec: 225.7 +/- 0.3 (jitter = 1.2)	8.625
40	images/sec: 225.8 +/- 0.2 (jitter = 1.1)	8.253
50	images/sec: 225.6 +/- 0.2 (jitter = 1.3)	8.004
60	images/sec: 225.6 +/- 0.2 (jitter = 1.3)	8.117
70	images/sec: 225.8 +/- 0.2 (jitter = 1.0)	7.926
80	images/sec: 225.9 +/- 0.2 (jitter = 0.9)	7.933
90	images/sec: 225.9 +/- 0.2 (jitter = 0.9)	7.978
100	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.924
110	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.987
120	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.848
130	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.902
140	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	8.013
150	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.853
160	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.885
170	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.812
180	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.855
190	images/sec: 225.8 +/- 0.1 (jitter = 1.0)	7.839
200	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.860
210	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.850
220	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.843
230	images/sec: 225.9 +/- 0.1 (jitter = 0.8)	7.886
240	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.935
250	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.861
260	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.819
270	images/sec: 226.0 +/- 0.1 (jitter = 0.7)	7.821
280	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.818
290	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.788
300	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.792
310	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.798
320	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.837
330	images/sec: 226.2 +/- 0.1 (jitter = 0.6)	7.796
340	images/sec: 226.2 +/- 0.1 (jitter = 0.6)	7.845
350	images/sec: 226.2 +/- 0.1 (jitter = 0.6)	7.885
360	images/sec: 226.2 +/- 0.1 (jitter = 0.6)	7.811
370	images/sec: 226.3 +/- 0.1 (jitter = 0.6)	7.730
380	images/sec: 226.3 +/- 0.1 (jitter = 0.6)	7.776
390	images/sec: 226.3 +/- 0.1 (jitter = 0.6)	7.786
400	images/sec: 226.3 +/- 0.1 (jitter = 0.5)	7.814
410	images/sec: 226.3 +/- 0.1 (jitter = 0.5)	7.783
420	images/sec: 226.3 +/- 0.1 (jitter = 0.5)	7.716
430	images/sec: 226.3 +/- 0.1 (jitter = 0.5)	7.758
440	images/sec: 226.4 +/- 0.1 (jitter = 0.5)	7.760
450	images/sec: 226.4 +/- 0.1 (jitter = 0.5)	7.809
460	images/sec: 226.4 +/- 0.1 (jitter = 0.5)	7.779
470	images/sec: 226.4 +/- 0.1 (jitter = 0.5)	7.704
480	images/sec: 226.4 +/- 0.1 (jitter = 0.5)	7.795
490	images/sec: 226.4 +/- 0.1 (jitter = 0.5)	7.842
500	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.819
510	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.731
520	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.729
530	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.788
540	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.664
550	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.749
560	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.744
570	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.715
580	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.706
590	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.695
600	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.625
610	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.705
620	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.748
630	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.715
640	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.702
650	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.785
660	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.747
670	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.755
680	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.647
690	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.635
700	images/sec: 226.5 +/- 0.0 (jitter = 0.4)	7.600
710	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.557
720	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.729
730	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.672
740	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.702
750	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.746
760	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.624
770	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.584
780	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.738
790	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.599
800	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.606
810	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.639
820	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.602
830	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.667
840	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.641
850	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.661
860	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.495
870	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.648
880	images/sec: 226.6 +/- 0.0 (jitter = 0.4)	7.519
890	images/sec: 225.6 +/- 0.2 (jitter = 0.4)	7.575
900	images/sec: 225.6 +/- 0.2 (jitter = 0.4)	7.611
910	images/sec: 225.6 +/- 0.2 (jitter = 0.4)	7.628
920	images/sec: 225.6 +/- 0.2 (jitter = 0.4)	7.564
930	images/sec: 225.6 +/- 0.2 (jitter = 0.4)	7.521
940	images/sec: 225.6 +/- 0.2 (jitter = 0.4)	7.508
950	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.656
960	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.571
970	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.492
980	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.602
990	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.457
1000	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.620
1010	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.608
1020	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.492
1030	images/sec: 225.7 +/- 0.2 (jitter = 0.4)	7.524
1040	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.503
1050	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.513
1060	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.429
1070	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.581
1080	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.613
1090	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.510
1100	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.611
1110	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.412
1120	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.481
1130	images/sec: 225.8 +/- 0.2 (jitter = 0.4)	7.551
1140	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.375
1150	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.411
1160	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.457
1170	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.424
1180	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.483
1190	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.392
1200	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.406
1210	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.517
1220	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.298
1230	images/sec: 225.9 +/- 0.2 (jitter = 0.4)	7.495
1240	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.508
1250	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.548
1260	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.505
1270	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.479
1280	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.370
1290	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.406
1300	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.529
1310	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.479
1320	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.389
1330	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.504
1340	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.343
1350	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.387
1360	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.430
1370	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.473
1380	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.388
1390	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.383
1400	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.446
1410	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.317
1420	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.422
